MSOA code,March,April,May,June,July,5 month - March to July
E02002536,1,1,5,3,0,10
E02002537,0,4,0,0,0,4
E02002538,0,2,6,0,0,8
E02002539,0,2,4,0,0,6
E02002540,0,0,1,1,0,2
E02002541,0,0,0,0,0,0
E02002542,0,2,4,0,0,6
E02002543,0,2,9,0,1,12
E02002544,0,3,3,1,0,7
E02002545,0,2,1,0,0,3
E02002546,0,0,5,2,1,8
E02002547,0,0,2,1,0,3
E02002548,0,8,6,4,2,20
E02002549,1,0,3,3,0,7
E02002550,0,1,2,1,0,4
E02002551,1,3,1,0,0,5
E02002552,1,1,2,0,0,4
E02002553,0,4,0,2,0,6
E02002554,2,1,1,1,0,5
E02002555,2,7,2,1,0,12
E02002556,0,2,1,0,0,3
E02002557,0,0,3,2,0,5
E02002558,0,3,2,0,1,6
E02002559,0,2,0,0,0,2
E02002560,1,0,0,0,0,1
E02002561,0,1,4,0,0,5
E02002562,0,2,11,0,0,13
E02002563,0,9,2,0,0,11
E02002564,1,4,2,0,0,7
E02002565,0,2,0,0,0,2
E02002566,0,2,1,0,0,3
E02002567,0,6,1,1,0,8
E02002568,1,3,2,4,0,10
E02002569,1,6,2,0,0,9
E02002570,0,6,1,2,0,9
E02002571,0,3,1,1,0,5
E02002572,0,1,1,0,0,2
E02002573,0,0,2,1,0,3
E02002574,0,1,0,0,1,2
E02002575,2,6,0,0,0,8
E02002576,0,3,2,5,0,10
E02002577,0,3,0,1,0,4
E02002578,0,2,1,0,0,3
E02002579,0,11,1,1,0,13
E02002580,0,6,1,1,0,8
E02002581,0,7,4,0,0,11
E02002582,1,1,1,1,0,4
E02002583,0,2,0,1,0,3
E02002584,0,5,1,0,0,6
E02002585,1,4,5,0,0,10
E02002586,0,3,3,0,0,6
E02002587,0,2,1,0,0,3
E02002588,0,17,9,8,0,34
E02002589,1,2,0,0,0,3
E02002590,0,5,2,0,0,7
E02002591,0,6,2,0,0,8
E02002592,1,5,2,1,0,9
E02002593,0,2,1,0,0,3
E02002594,0,1,1,1,0,3
E02002595,0,0,2,0,0,2
E02002596,0,0,0,0,0,0
E02002597,0,6,3,0,0,9
E02002598,0,5,4,1,0,10
E02002599,0,19,4,1,0,24
E02002600,0,3,3,1,0,7
E02002601,0,1,0,0,0,1
E02002602,0,3,3,0,0,6
E02002603,0,4,2,0,0,6
E02002604,0,10,1,0,0,11
E02002605,1,4,2,1,0,8
E02002606,0,17,16,0,0,33
E02002607,0,8,5,1,1,15
E02002608,3,21,2,0,0,26
E02002609,1,8,3,1,0,13
E02002610,0,5,2,2,0,9
E02002611,0,7,2,0,0,9
E02002612,0,1,0,2,0,3
E02002613,0,1,2,0,0,3
E02002614,0,4,1,0,0,5
E02002615,0,4,4,0,0,8
E02002616,0,1,1,0,0,2
E02002617,0,1,1,0,1,3
E02002618,0,3,5,0,0,8
E02002619,0,4,2,0,0,6
E02002620,0,2,0,0,1,3
E02002621,0,3,1,1,2,7
E02002622,0,6,2,0,0,8
E02002623,0,5,0,0,0,5
E02002624,0,7,1,0,0,8
E02002625,0,5,1,0,0,6
E02002626,1,5,2,1,0,9
E02002627,0,0,0,0,0,0
E02002628,0,1,1,2,0,4
E02002629,0,0,1,0,0,1
E02002630,1,6,2,1,0,10
E02002631,0,4,1,0,0,5
E02002632,0,2,1,0,0,3
E02002633,0,6,3,1,0,10
E02002634,1,4,3,2,0,10
E02002635,0,6,3,1,0,10
E02002636,0,4,4,1,1,10
E02002637,0,2,3,1,1,7
E02002638,0,2,4,0,0,6
E02002639,0,4,1,0,2,7
E02002640,0,2,2,1,0,5
E02002641,0,9,1,0,0,10
E02002642,0,6,2,1,0,9
E02002643,0,2,0,1,0,3
E02002644,1,4,5,2,1,13
E02002645,0,0,2,0,0,2
E02002646,0,7,4,1,0,12
E02002647,0,4,1,0,0,5
E02002648,0,1,1,2,0,4
E02002649,1,1,1,3,0,6
E02002650,0,2,3,0,0,5
E02002651,0,6,4,0,1,11
E02002652,0,1,13,1,0,15
E02002653,0,0,1,1,0,2
E02002654,0,1,1,1,0,3
E02002655,1,6,1,0,0,8
E02002656,0,3,4,0,0,7
E02002657,1,3,3,0,0,7
E02002658,0,1,2,2,2,7
E02002659,0,3,0,3,0,6
E02002660,0,2,1,1,1,5
E02002661,0,3,6,5,0,14
E02002662,0,6,4,3,0,13
E02002663,0,0,0,1,0,1
E02002664,0,0,1,0,0,1
E02002665,0,7,4,2,0,13
E02002666,0,0,3,1,0,4
E02002667,0,2,0,0,0,2
E02002668,2,1,1,0,0,4
E02002669,0,3,1,0,0,4
E02002670,0,1,4,1,2,8
E02002671,0,0,11,1,0,12
E02002672,0,5,13,0,1,19
E02002673,0,2,2,0,0,4
E02002674,0,2,0,0,0,2
E02002675,0,0,0,0,0,0
E02002676,0,4,3,0,0,7
E02002677,0,3,0,1,0,4
E02002678,0,4,6,5,1,16
E02002679,0,4,2,0,0,6
E02002680,0,2,0,2,0,4
E02002681,0,1,1,2,0,4
E02002682,0,1,4,2,1,8
E02002684,2,5,6,0,0,13
E02002685,0,6,3,1,0,10
E02002686,0,6,4,3,1,14
E02002687,0,1,4,0,0,5
E02002688,0,0,6,0,0,6
E02002689,0,4,6,0,1,11
E02002691,0,4,3,1,0,8
E02002692,0,6,3,0,0,9
E02002693,0,0,0,0,0,0
E02002694,0,1,1,0,0,2
E02002695,0,2,1,3,0,6
E02002696,0,3,1,0,0,4
E02002697,1,2,0,1,1,5
E02002698,0,2,2,1,0,5
E02002699,1,4,2,0,1,8
E02002700,0,4,1,1,0,6
E02002701,0,4,0,1,0,5
E02002702,1,5,2,2,0,10
E02002703,0,7,6,2,0,15
E02002704,0,0,0,2,0,2
E02002705,1,4,1,1,0,7
E02002706,0,1,8,2,0,11
E02002707,0,1,5,2,1,9
E02002708,0,5,0,0,0,5
E02002709,0,3,3,0,0,6
E02002710,0,0,1,0,0,1
E02002711,0,4,2,1,0,7
E02002712,0,9,8,4,0,21
E02002714,0,1,1,0,0,2
E02002715,0,7,2,3,0,12
E02002716,1,2,0,0,0,3
E02002717,1,4,2,1,1,9
E02002718,0,3,2,2,0,7
E02002719,0,3,13,4,1,21
E02002720,0,1,2,1,0,4
E02002721,0,0,1,1,0,2
E02002722,0,7,3,2,0,12
E02002723,0,2,0,1,1,4
E02002724,0,0,0,0,0,0
E02002725,1,9,1,1,0,12
E02002726,1,3,0,0,0,4
E02002727,0,0,0,0,0,0
E02002728,0,1,1,0,0,2
E02002729,0,0,0,0,0,0
E02002730,0,1,0,0,0,1
E02002731,0,0,1,0,0,1
E02002732,0,1,0,0,0,1
E02002733,0,0,0,0,0,0
E02002734,0,0,0,0,0,0
E02002735,0,0,0,0,0,0
E02002736,0,2,0,0,0,2
E02002737,1,2,1,0,0,4
E02002738,0,1,0,0,0,1
E02002739,1,1,0,0,0,2
E02002740,0,1,0,0,0,1
E02002741,1,0,0,0,0,1
E02002742,0,2,0,0,0,2
E02002743,0,2,0,0,0,2
E02002744,0,0,0,0,0,0
E02002745,1,2,3,0,0,6
E02002746,0,2,0,0,0,2
E02002747,0,1,0,0,0,1
E02002748,0,1,0,1,0,2
E02002749,0,3,1,0,1,5
E02002750,0,1,0,0,0,1
E02002751,0,1,2,0,0,3
E02002752,0,1,1,0,0,2
E02002753,0,4,4,0,0,8
E02002754,0,1,0,1,0,2
E02002755,0,5,8,0,0,13
E02002756,0,0,1,0,0,1
E02002757,0,2,7,1,0,10
E02002758,0,0,1,0,0,1
E02002759,0,3,1,1,0,5
E02002760,1,6,0,0,0,7
E02002761,0,3,0,0,0,3
E02002762,0,0,0,1,0,1
E02002763,0,4,0,0,0,4
E02002764,1,2,1,0,0,4
E02002765,0,3,3,0,0,6
E02002766,0,5,4,1,0,10
E02002767,0,2,2,0,0,4
E02002768,0,0,2,0,0,2
E02002769,0,2,3,1,0,6
E02002770,0,2,1,0,0,3
E02002771,0,0,0,0,0,0
E02002772,0,1,1,0,0,2
E02002773,0,2,2,1,0,5
E02002774,0,3,2,0,0,5
E02002775,0,2,3,0,1,6
E02002776,2,1,1,2,0,6
E02002777,0,2,0,0,0,2
E02002778,0,4,11,0,0,15
E02002779,0,3,5,2,0,10
E02002780,0,3,0,0,0,3
E02002781,0,9,5,1,1,16
E02002782,0,1,3,0,0,4
E02002783,0,9,1,0,0,10
E02002784,0,2,0,0,0,2
E02002785,0,10,9,1,1,21
E02002786,0,1,0,0,0,1
E02002787,0,3,1,0,0,4
E02002788,0,1,0,0,0,1
E02002789,0,1,5,1,0,7
E02002790,1,5,1,0,0,7
E02002791,0,5,3,0,2,10
E02002792,2,2,2,2,0,8
E02002793,0,9,0,0,0,9
E02002794,0,4,5,0,0,9
E02002795,0,7,1,0,0,8
E02002796,0,1,2,0,0,3
E02002797,1,2,1,2,0,6
E02002798,0,5,0,0,0,5
E02002799,1,4,3,0,0,8
E02002800,2,10,3,2,0,17
E02002801,1,4,0,0,0,5
E02002802,0,4,2,0,0,6
E02002803,0,3,2,1,0,6
E02002804,2,4,1,2,0,9
E02002805,1,1,1,1,0,4
E02002806,0,4,2,0,0,6
E02002807,0,6,2,1,0,9
E02002808,0,6,2,1,1,10
E02002809,0,8,5,0,1,14
E02002810,1,6,1,0,0,8
E02002811,1,5,2,0,0,8
E02002812,2,9,3,1,0,15
E02002813,2,16,1,2,1,22
E02002814,1,11,2,2,0,16
E02002815,0,3,0,0,0,3
E02002816,1,3,6,1,0,11
E02002817,1,8,0,0,1,10
E02002818,1,15,1,1,0,18
E02002819,1,3,1,3,0,8
E02002820,1,3,1,0,0,5
E02002821,0,7,8,1,0,16
E02002822,1,8,1,0,1,11
E02002823,0,5,2,1,0,8
E02002824,0,6,2,5,0,13
E02002825,1,23,6,3,1,34
E02002826,0,2,1,0,1,4
E02002827,0,2,2,0,0,4
E02002828,0,3,3,0,0,6
E02002829,0,5,3,1,0,9
E02002830,0,4,0,0,0,4
E02002831,1,10,2,2,0,15
E02002832,1,8,3,0,1,13
E02002833,1,6,3,0,1,11
E02002834,0,2,0,2,0,4
E02002835,0,4,7,2,1,14
E02002836,0,2,3,1,1,7
E02002837,0,2,1,1,3,7
E02002838,2,6,2,0,1,11
E02002839,0,2,2,0,0,4
E02002842,0,0,0,0,0,0
E02002843,0,7,4,1,0,12
E02002844,1,10,2,2,5,20
E02002845,0,5,0,2,1,8
E02002846,0,2,1,0,0,3
E02002847,0,5,1,3,2,11
E02002848,3,3,1,1,0,8
E02002849,0,8,7,2,0,17
E02002851,0,4,0,2,3,9
E02002852,1,2,1,1,1,6
E02002853,3,2,3,0,2,10
E02002854,0,3,4,0,0,7
E02002855,1,2,0,0,0,3
E02002856,2,5,2,0,0,9
E02002857,0,1,1,0,0,2
E02002858,0,12,1,1,0,14
E02002860,0,7,12,2,0,21
E02002861,0,1,0,0,0,1
E02002862,0,5,2,0,0,7
E02002863,0,0,0,0,0,0
E02002864,0,2,0,1,0,3
E02002865,0,6,5,1,0,12
E02002866,0,0,5,0,0,5
E02002867,0,1,2,1,0,4
E02002868,1,8,1,0,0,10
E02002869,1,1,0,0,0,2
E02002871,0,3,7,1,0,11
E02002872,2,2,3,1,0,8
E02002873,0,7,1,0,0,8
E02002874,0,2,0,0,0,2
E02002875,2,5,0,0,0,7
E02002876,0,6,3,0,0,9
E02002877,0,3,2,0,0,5
E02002878,0,2,0,0,0,2
E02002879,0,1,1,1,0,3
E02002880,0,5,1,0,0,6
E02002881,0,6,3,2,0,11
E02002882,1,7,3,1,0,12
E02002883,0,7,0,0,0,7
E02002884,0,1,1,0,0,2
E02002885,1,2,0,1,0,4
E02002886,0,4,0,0,0,4
E02002887,0,8,13,0,0,21
E02002888,0,4,1,2,0,7
E02002889,0,0,1,0,0,1
E02002890,0,7,1,0,0,8
E02002891,0,4,0,0,0,4
E02002892,0,3,0,1,0,4
E02002893,0,2,1,0,0,3
E02002894,1,9,1,0,0,11
E02002895,0,1,0,0,0,1
E02002896,2,1,1,1,0,5
E02002897,0,1,1,2,0,4
E02002898,0,1,0,0,0,1
E02002899,0,0,0,0,0,0
E02002901,0,4,0,0,0,4
E02002902,1,11,5,0,0,17
E02002903,0,4,1,1,0,6
E02002904,0,13,0,0,0,13
E02002905,0,3,1,0,0,4
E02002906,0,1,1,1,0,3
E02002907,0,1,1,0,0,2
E02002908,0,3,2,0,0,5
E02002909,1,5,3,1,0,10
E02002910,0,1,3,0,0,4
E02002911,0,0,9,1,0,10
E02002912,0,3,0,0,0,3
E02002913,2,1,0,0,0,3
E02002914,0,1,0,1,0,2
E02002915,0,3,2,1,0,6
E02002916,1,1,1,0,0,3
E02002917,0,1,0,0,0,1
E02002918,0,1,5,4,0,10
E02002919,0,4,8,0,1,13
E02002920,0,1,0,0,1,2
E02002921,0,1,2,0,0,3
E02002922,0,2,0,0,1,3
E02002923,2,0,3,0,0,5
E02002924,0,1,1,0,0,2
E02002925,1,3,5,0,0,9
E02002926,0,6,15,0,0,21
E02002927,0,1,2,0,0,3
E02002928,0,1,4,0,0,5
E02002929,0,1,1,1,0,3
E02002930,0,1,0,0,0,1
E02002931,1,1,0,0,0,2
E02002932,0,2,1,0,0,3
E02002933,0,3,2,1,0,6
E02002934,0,0,1,0,0,1
E02002935,0,0,3,1,0,4
E02002936,2,2,0,0,0,4
E02002937,0,4,0,1,0,5
E02002938,0,1,0,0,0,1
E02002939,0,5,4,0,0,9
E02002940,1,2,3,0,0,6
E02002941,0,3,1,0,0,4
E02002942,1,4,3,0,0,8
E02002943,0,3,5,0,0,8
E02002944,1,2,2,0,1,6
E02002945,0,1,0,0,0,1
E02002946,0,5,1,2,0,8
E02002947,0,4,0,0,0,4
E02002948,0,0,1,0,0,1
E02002949,1,5,3,0,0,9
E02002950,0,3,0,0,0,3
E02002951,0,1,4,0,0,5
E02002952,0,4,4,1,0,9
E02002953,1,2,1,1,0,5
E02002954,2,0,1,0,1,4
E02002955,0,2,1,0,0,3
E02002956,0,7,5,0,0,12
E02002957,0,2,4,0,0,6
E02002958,0,2,2,0,0,4
E02002959,0,8,3,1,0,12
E02002960,0,1,0,1,1,3
E02002961,0,0,2,0,0,2
E02002962,0,2,3,0,0,5
E02002963,1,1,2,0,0,4
E02002964,0,5,4,0,0,9
E02002965,0,7,1,1,0,9
E02002966,0,0,0,0,0,0
E02002967,0,3,8,7,1,19
E02002968,1,5,3,2,0,11
E02002969,1,1,1,0,0,3
E02002970,0,2,2,0,2,6
E02002971,0,0,1,0,0,1
E02002972,0,5,2,1,0,8
E02002973,0,0,2,1,0,3
E02002974,0,4,2,1,0,7
E02002975,0,0,2,0,0,2
E02002976,1,3,0,0,0,4
E02002977,0,1,1,1,0,3
E02002978,0,0,3,0,0,3
E02002979,0,0,1,1,0,2
E02002980,0,2,4,0,0,6
E02002981,0,3,1,4,0,8
E02002982,0,0,1,1,0,2
E02002983,0,1,0,0,0,1
E02002984,0,16,4,0,0,20
E02002985,1,5,1,1,0,8
E02002986,0,3,0,0,0,3
E02002987,1,3,0,0,0,4
E02002988,0,20,1,0,0,21
E02002989,1,10,2,0,0,13
E02002990,0,0,0,0,1,1
E02002991,1,1,0,0,0,2
E02002992,0,0,1,0,0,1
E02002993,0,0,0,0,0,0
E02002994,1,2,1,0,0,4
E02002995,0,0,0,0,0,0
E02002996,0,1,0,0,0,1
E02002997,0,3,0,0,0,3
E02002998,0,1,0,0,0,1
E02002999,1,0,0,0,0,1
E02003000,0,1,0,0,0,1
E02003001,1,1,0,1,0,3
E02003002,1,0,1,0,0,2
E02003003,0,1,0,0,0,1
E02003004,0,3,2,0,0,5
E02003005,0,2,0,0,0,2
E02003006,0,1,2,0,0,3
E02003007,1,6,2,1,0,10
E02003008,0,1,0,0,0,1
E02003009,1,0,0,0,0,1
E02003010,0,0,0,0,0,0
E02003011,0,0,0,0,0,0
E02003012,4,4,1,0,0,9
E02003013,0,9,4,0,0,13
E02003014,0,2,1,0,0,3
E02003015,0,3,0,0,0,3
E02003016,1,1,0,0,1,3
E02003017,0,3,1,0,0,4
E02003018,1,0,0,0,0,1
E02003019,0,7,1,2,0,10
E02003020,2,17,6,0,0,25
E02003021,0,7,4,0,0,11
E02003022,0,2,0,0,0,2
E02003023,2,7,1,0,0,10
E02003024,0,5,1,0,0,6
E02003025,0,1,0,0,0,1
E02003026,0,6,0,0,0,6
E02003027,1,1,0,0,0,2
E02003028,0,11,3,0,0,14
E02003029,0,0,0,0,0,0
E02003030,1,2,2,0,0,5
E02003031,0,1,0,0,0,1
E02003032,2,4,0,0,0,6
E02003033,0,6,0,0,0,6
E02003034,1,1,0,0,0,2
E02003036,0,2,1,0,0,3
E02003037,0,6,0,1,0,7
E02003038,0,5,0,0,0,5
E02003039,1,2,1,0,0,4
E02003040,0,7,2,1,0,10
E02003041,0,1,0,0,0,1
E02003043,0,0,1,0,0,1
E02003044,0,2,2,0,0,4
E02003045,0,0,0,0,0,0
E02003046,0,1,0,0,0,1
E02003047,0,2,0,0,0,2
E02003048,0,0,0,0,0,0
E02003049,0,1,0,0,0,1
E02003050,0,1,1,0,0,2
E02003051,1,1,2,0,0,4
E02003052,0,4,0,0,0,4
E02003053,0,0,1,0,0,1
E02003054,0,2,1,0,0,3
E02003055,0,2,1,0,0,3
E02003056,0,3,0,1,0,4
E02003057,0,2,0,0,0,2
E02003058,0,3,0,9,0,12
E02003059,0,1,0,1,1,3
E02003060,0,6,1,0,0,7
E02003061,0,2,1,0,0,3
E02003062,0,2,0,0,0,2
E02003063,0,3,0,1,0,4
E02003064,0,0,0,0,0,0
E02003065,1,1,1,0,0,3
E02003066,0,5,1,0,0,6
E02003067,0,0,0,0,0,0
E02003068,0,2,3,1,0,6
E02003069,0,1,3,1,1,6
E02003070,1,5,8,1,0,15
E02003071,0,2,6,3,0,11
E02003072,1,2,2,0,0,5
E02003073,0,2,2,0,0,4
E02003074,0,1,1,0,0,2
E02003075,0,1,0,0,0,1
E02003076,0,4,3,0,0,7
E02003077,0,2,1,0,0,3
E02003078,0,1,0,1,0,2
E02003079,1,1,1,2,0,5
E02003080,0,5,2,2,0,9
E02003081,0,3,0,2,0,5
E02003082,1,1,2,2,0,6
E02003084,0,3,5,0,0,8
E02003085,0,1,1,0,0,2
E02003086,0,3,5,0,0,8
E02003087,0,3,0,3,0,6
E02003088,0,5,9,1,0,15
E02003089,1,1,1,0,0,3
E02003090,2,9,2,0,0,13
E02003091,1,10,0,0,0,11
E02003092,0,2,0,0,0,2
E02003093,0,8,0,0,0,8
E02003094,0,2,1,0,0,3
E02003095,0,2,1,0,0,3
E02003096,0,0,0,0,0,0
E02003097,0,1,3,1,0,5
E02003098,0,0,0,0,0,0
E02003099,1,5,1,0,0,7
E02003100,1,3,2,0,1,7
E02003101,0,2,0,0,0,2
E02003102,0,3,0,0,0,3
E02003103,0,0,0,0,0,0
E02003104,0,1,0,0,0,1
E02003105,0,1,0,0,0,1
E02003106,2,4,0,1,0,7
E02003107,0,3,2,0,0,5
E02003108,0,0,1,0,0,1
E02003109,0,3,1,0,0,4
E02003110,0,7,4,0,0,11
E02003111,0,6,1,0,0,7
E02003112,1,0,0,0,0,1
E02003113,1,3,1,0,0,5
E02003114,0,3,1,0,0,4
E02003115,1,6,0,0,0,7
E02003116,1,2,12,3,0,18
E02003117,0,3,1,0,0,4
E02003118,2,1,6,0,0,9
E02003119,0,6,3,0,0,9
E02003120,0,1,0,0,0,1
E02003121,0,5,4,1,1,11
E02003122,0,2,0,0,0,2
E02003123,0,2,0,0,0,2
E02003124,0,0,0,0,0,0
E02003125,0,1,8,0,0,9
E02003126,0,0,0,0,0,0
E02003127,0,0,0,0,0,0
E02003128,0,2,2,1,0,5
E02003129,1,1,0,0,0,2
E02003130,1,0,1,2,0,4
E02003131,0,3,0,0,0,3
E02003132,1,1,0,0,0,2
E02003133,0,1,0,0,1,2
E02003134,0,2,0,0,0,2
E02003135,0,1,1,0,0,2
E02003136,0,6,1,0,0,7
E02003137,1,2,0,0,0,3
E02003138,0,0,0,0,0,0
E02003139,0,1,0,0,0,1
E02003140,0,2,1,0,0,3
E02003141,0,4,0,0,0,4
E02003142,0,1,1,0,0,2
E02003143,0,0,0,0,0,0
E02003144,0,0,0,0,0,0
E02003145,0,1,2,1,0,4
E02003146,0,1,0,0,0,1
E02003147,0,1,2,0,0,3
E02003148,0,1,2,0,0,3
E02003149,0,1,1,0,0,2
E02003150,0,4,1,1,0,6
E02003151,0,9,4,0,0,13
E02003152,0,1,0,0,0,1
E02003153,0,2,0,1,0,3
E02003154,0,1,2,0,0,3
E02003155,0,3,1,0,0,4
E02003156,0,2,1,0,0,3
E02003157,0,0,0,0,0,0
E02003158,1,1,1,0,0,3
E02003159,0,0,0,1,0,1
E02003161,1,4,0,0,0,5
E02003163,1,2,0,0,0,3
E02003164,0,0,0,0,0,0
E02003165,1,9,1,0,0,11
E02003166,0,1,0,0,0,1
E02003167,0,2,6,0,0,8
E02003168,0,3,0,0,0,3
E02003169,1,2,0,0,0,3
E02003170,0,5,1,0,0,6
E02003171,0,1,0,0,0,1
E02003172,1,5,2,0,0,8
E02003173,0,5,3,0,0,8
E02003174,0,2,0,1,0,3
E02003175,0,2,0,0,0,2
E02003176,0,4,0,0,0,4
E02003177,0,0,0,0,0,0
E02003178,0,2,1,1,1,5
E02003179,0,2,1,0,0,3
E02003180,0,4,0,0,0,4
E02003181,0,1,0,0,0,1
E02003182,0,6,0,0,0,6
E02003183,0,2,0,0,0,2
E02003184,0,0,0,0,0,0
E02003185,0,0,1,0,0,1
E02003186,0,1,0,0,0,1
E02003187,0,1,0,0,0,1
E02003188,0,2,0,0,0,2
E02003189,0,6,0,0,0,6
E02003190,0,3,0,0,0,3
E02003191,0,5,2,1,0,8
E02003192,1,5,0,0,0,6
E02003194,0,0,0,0,0,0
E02003195,0,1,2,0,0,3
E02003196,0,2,1,0,0,3
E02003197,0,2,0,0,0,2
E02003198,0,2,3,0,0,5
E02003199,0,4,0,0,0,4
E02003200,0,3,0,0,1,4
E02003201,0,1,0,0,0,1
E02003202,0,2,0,1,0,3
E02003203,0,1,0,0,0,1
E02003204,0,6,0,0,0,6
E02003205,1,0,1,0,0,2
E02003206,0,1,1,0,0,2
E02003207,0,4,0,0,0,4
E02003208,2,15,5,1,0,23
E02003209,0,0,0,0,0,0
E02003210,0,3,0,0,0,3
E02003211,1,14,4,0,0,19
E02003212,0,4,3,2,0,9
E02003214,0,1,0,1,0,2
E02003215,0,3,3,0,0,6
E02003216,1,3,0,0,0,4
E02003217,0,6,2,1,0,9
E02003218,0,2,2,0,0,4
E02003219,0,2,7,0,0,9
E02003220,0,14,1,1,0,16
E02003221,0,3,3,0,0,6
E02003222,0,0,1,0,0,1
E02003223,1,2,1,0,0,4
E02003224,0,4,1,0,0,5
E02003225,0,2,0,1,0,3
E02003226,0,5,1,0,0,6
E02003227,0,3,2,2,0,7
E02003228,1,3,1,0,0,5
E02003229,0,4,0,0,0,4
E02003230,0,5,0,0,0,5
E02003231,0,0,1,0,0,1
E02003232,0,2,0,0,0,2
E02003233,0,2,2,0,0,4
E02003234,0,3,1,0,0,4
E02003235,0,5,1,0,1,7
E02003236,0,16,10,0,0,26
E02003237,1,0,0,0,0,1
E02003238,0,0,0,0,0,0
E02003239,0,1,2,1,0,4
E02003240,0,0,0,0,0,0
E02003241,0,1,3,0,0,4
E02003242,0,1,2,1,0,4
E02003243,0,0,0,0,0,0
E02003244,0,1,0,0,0,1
E02003245,0,0,1,0,0,1
E02003246,0,4,0,0,0,4
E02003247,1,13,1,1,0,16
E02003248,0,3,4,4,0,11
E02003249,0,4,3,1,0,8
E02003250,0,5,2,0,2,9
E02003251,0,4,4,1,1,10
E02003252,0,3,4,1,0,8
E02003253,0,0,1,0,0,1
E02003254,1,1,1,0,0,3
E02003255,0,3,2,0,0,5
E02003257,0,1,1,0,0,2
E02003258,0,4,0,2,0,6
E02003259,1,3,1,2,0,7
E02003260,1,5,5,0,0,11
E02003261,1,12,3,1,0,17
E02003262,0,6,2,1,0,9
E02003263,1,8,1,1,0,11
E02003264,3,8,0,0,2,13
E02003265,1,7,3,3,0,14
E02003266,1,8,2,0,1,12
E02003267,0,8,2,0,0,10
E02003268,0,8,3,0,0,11
E02003269,0,7,3,0,0,10
E02003270,3,3,1,1,0,8
E02003271,0,4,0,1,0,5
E02003272,0,8,2,1,0,11
E02003273,2,4,2,0,0,8
E02003274,3,13,0,1,0,17
E02003275,1,6,5,1,0,13
E02003276,0,3,3,0,0,6
E02003277,1,4,2,0,0,7
E02003278,0,3,4,0,1,8
E02003279,2,5,3,4,0,14
E02003280,1,7,0,1,2,11
E02003281,1,10,4,1,0,16
E02003282,0,12,1,1,0,14
E02003283,0,7,1,4,0,12
E02003284,2,4,0,1,1,8
E02003285,1,3,1,0,0,5
E02003286,1,2,1,0,0,4
E02003287,1,9,6,2,1,19
E02003288,1,10,4,0,0,15
E02003289,0,2,7,1,0,10
E02003290,3,14,5,2,0,24
E02003291,1,7,3,0,0,11
E02003292,0,3,1,0,3,7
E02003293,0,9,9,1,1,20
E02003294,0,7,4,0,1,12
E02003295,1,2,1,1,0,5
E02003296,1,5,1,1,0,8
E02003297,1,2,1,1,0,5
E02003298,0,6,3,1,0,10
E02003299,0,5,0,0,0,5
E02003300,0,5,0,0,0,5
E02003301,1,4,1,3,1,10
E02003302,1,17,0,1,0,19
E02003303,2,4,2,1,1,10
E02003304,4,7,1,0,1,13
E02003305,1,5,0,0,0,6
E02003307,1,7,1,1,0,10
E02003308,0,2,1,1,0,4
E02003309,1,4,2,2,0,9
E02003310,1,0,0,0,1,2
E02003311,0,8,6,0,0,14
E02003312,0,3,0,0,0,3
E02003313,0,7,4,0,0,11
E02003314,1,7,2,0,0,10
E02003315,0,1,1,0,0,2
E02003316,1,4,1,0,1,7
E02003317,1,6,4,0,1,12
E02003318,0,1,2,0,0,3
E02003319,0,5,0,0,0,5
E02003320,0,1,1,0,0,2
E02003321,2,3,0,0,0,5
E02003322,0,1,1,0,0,2
E02003323,0,4,1,1,0,6
E02003324,1,2,1,0,0,4
E02003325,0,4,1,0,0,5
E02003326,0,3,1,0,0,4
E02003327,2,2,1,0,0,5
E02003328,2,2,1,1,0,6
E02003329,1,2,0,0,1,4
E02003330,0,0,1,0,0,1
E02003331,0,3,0,0,1,4
E02003332,0,14,6,1,0,21
E02003333,0,3,1,0,0,4
E02003334,0,2,0,0,0,2
E02003335,2,3,0,0,0,5
E02003336,1,2,0,0,0,3
E02003337,0,3,0,1,0,4
E02003338,0,4,1,0,0,5
E02003339,2,6,3,0,1,12
E02003340,1,4,3,0,0,8
E02003341,0,0,2,0,0,2
E02003342,2,1,0,2,0,5
E02003343,0,1,1,0,0,2
E02003344,1,1,0,0,0,2
E02003345,0,2,0,0,0,2
E02003346,0,3,2,0,0,5
E02003347,0,0,0,1,0,1
E02003348,0,6,5,2,0,13
E02003349,1,3,2,0,0,6
E02003350,2,2,0,0,0,4
E02003351,1,3,1,0,0,5
E02003352,0,2,1,0,0,3
E02003353,0,5,2,1,0,8
E02003354,1,4,0,0,0,5
E02003355,0,2,1,0,0,3
E02003356,0,3,1,0,0,4
E02003357,0,1,0,0,0,1
E02003358,1,4,0,0,0,5
E02003359,1,3,0,0,0,4
E02003360,1,2,3,1,0,7
E02003361,2,3,1,0,0,6
E02003362,0,4,1,0,0,5
E02003363,0,5,0,2,0,7
E02003364,0,2,1,1,0,4
E02003365,0,5,0,0,0,5
E02003366,0,3,0,0,0,3
E02003367,0,0,0,0,0,0
E02003368,0,1,0,0,0,1
E02003369,1,0,0,0,0,1
E02003370,0,1,0,0,0,1
E02003371,1,2,1,0,0,4
E02003372,1,5,1,0,0,7
E02003373,0,2,1,0,0,3
E02003374,0,2,1,0,0,3
E02003375,1,0,3,0,0,4
