MSOA code,March,April,May,June,July,5 month - March to July
E02000851,4,6,2,2,0,14
E02000852,1,4,0,0,0,5
E02000853,1,4,1,1,0,7
E02000854,0,2,2,0,0,4
E02000855,1,4,1,0,0,6
E02000856,0,6,1,0,1,8
E02000857,1,13,4,1,0,19
E02000858,0,3,0,0,0,3
E02000859,3,7,3,0,0,13
E02000860,0,6,1,0,0,7
E02000861,1,5,1,0,0,7
E02000863,2,2,0,0,0,4
E02000864,3,8,1,0,0,12
E02000865,0,2,1,0,0,3
E02000866,1,3,1,1,0,6
E02000867,1,3,0,0,0,4
E02000868,1,7,0,0,0,8
E02000869,1,5,1,0,0,7
E02000870,1,5,1,0,0,7
E02000871,1,6,0,0,0,7
E02000872,0,2,0,0,0,2
E02000873,2,4,0,1,0,7
E02000874,0,1,0,0,0,1
E02000875,3,4,0,1,0,8
E02000876,0,2,0,0,0,2
E02000877,1,3,1,0,0,5
E02000878,1,4,0,0,0,5
E02000879,4,5,1,0,0,10
E02000880,1,0,1,0,0,2
E02000881,2,7,1,0,0,10
E02000882,4,9,0,0,0,13
E02000883,2,5,0,1,0,8
E02000884,1,1,0,0,0,2
E02000885,4,4,0,0,0,8
E02000886,0,3,0,0,0,3
E02000887,1,19,0,1,0,21
E02000888,0,2,0,0,0,2
E02000889,1,1,0,0,0,2
E02000890,0,0,1,0,0,1
E02000891,1,2,0,0,0,3
E02000893,1,5,1,0,0,7
E02000894,3,5,0,0,0,8
E02000895,5,8,1,2,0,16
E02000896,7,16,5,0,0,28
E02000897,1,6,4,0,0,11
E02000898,1,14,1,0,0,16
E02000899,3,1,2,0,0,6
E02000900,0,7,1,0,0,8
E02000901,2,3,0,1,0,6
E02000902,2,2,0,1,0,5
E02000903,0,3,0,0,0,3
E02000904,0,6,1,0,0,7
E02000905,2,9,2,0,1,14
E02000906,0,5,1,0,0,6
E02000907,0,5,2,1,0,8
E02000908,3,3,0,1,0,7
E02000909,2,2,2,0,0,6
E02000910,1,6,0,0,0,7
E02000911,4,4,1,0,0,9
E02000912,0,6,0,0,0,6
E02000913,0,5,0,0,0,5
E02000914,2,14,9,0,0,25
E02000915,2,4,2,1,0,9
E02000916,1,5,0,0,0,6
E02000917,2,2,1,1,0,6
E02000918,1,2,1,0,0,4
E02000919,0,4,0,0,0,4
E02000920,1,3,1,0,0,5
E02000921,1,6,0,0,0,7
E02000922,2,9,1,0,0,12
E02000923,3,6,1,0,0,10
E02000924,3,6,3,1,0,13
E02000925,2,6,1,0,0,9
E02000926,2,8,1,0,0,11
E02000927,4,0,0,0,0,4
E02000928,0,0,0,0,0,0
E02000929,0,3,0,0,0,3
E02000930,0,1,1,0,0,2
E02000931,2,2,1,0,0,5
E02000932,1,2,0,0,0,3
E02000933,0,3,0,0,0,3
E02000934,0,1,0,1,0,2
E02000935,1,0,1,0,0,2
E02000936,2,1,0,0,0,3
E02000937,2,0,0,0,0,2
E02000938,1,6,3,0,0,10
E02000939,4,12,2,0,1,19
E02000940,1,1,0,0,0,2
E02000941,3,3,0,0,1,7
E02000942,2,4,0,0,0,6
E02000943,1,2,0,1,0,4
E02000944,1,6,1,0,0,8
E02000945,6,5,1,0,0,12
E02000946,0,3,0,0,0,3
E02000947,0,3,0,0,0,3
E02000948,6,2,0,0,0,8
E02000949,3,7,0,0,0,10
E02000950,1,1,1,0,0,3
E02000951,2,1,0,0,0,3
E02000952,0,3,1,0,0,4
E02000953,0,2,0,0,0,2
E02000954,0,6,0,1,0,7
E02000955,2,3,0,0,0,5
E02000956,3,3,1,0,0,7
E02000957,1,4,0,0,0,5
E02000958,4,4,0,0,0,8
E02000959,3,5,0,0,0,8
E02000960,1,3,1,0,0,5
E02000961,3,6,0,0,0,9
E02000962,7,6,0,1,0,14
E02000963,1,10,2,0,0,13
E02000964,3,6,1,0,0,10
E02000965,1,2,0,0,0,3
E02000966,1,2,0,0,0,3
E02000967,2,5,0,0,0,7
E02000968,7,13,1,0,0,21
E02000969,3,13,2,1,1,20
E02000970,1,1,1,0,0,3
E02000971,1,3,0,0,0,4
E02000972,2,7,0,0,0,9
E02000973,2,2,1,0,0,5
E02000974,0,2,1,0,0,3
E02000975,2,3,0,0,0,5
E02000976,2,3,1,0,0,6
E02000977,0,2,0,0,0,2
E02000978,1,3,0,0,0,4
E02000979,3,10,0,0,0,13
E02000980,1,10,0,0,0,11
E02000981,1,1,1,0,0,3
E02000982,4,4,0,0,0,8
E02000983,1,4,0,0,0,5
E02000984,0,3,2,0,0,5
E02000985,0,2,4,1,0,7
E02000986,0,3,4,0,0,7
E02000987,1,10,1,0,0,12
E02000988,1,6,3,3,0,13
E02000989,0,4,3,0,0,7
E02000990,0,4,1,0,0,5
E02000991,1,5,1,0,1,8
E02000992,0,7,2,0,0,9
E02000993,0,4,2,0,0,6
E02000994,0,2,0,1,1,4
E02000995,0,6,2,0,0,8
E02000996,0,11,2,0,0,13
E02000997,0,5,8,1,0,14
E02000998,0,3,2,0,0,5
E02000999,0,7,1,1,0,9
E02001000,0,8,4,0,0,12
E02001001,0,3,5,1,0,9
E02001002,1,3,0,0,1,5
E02001003,0,7,1,1,0,9
E02001004,0,10,0,0,0,10
E02001005,0,10,0,1,2,13
E02001006,1,10,1,2,0,14
E02001007,0,8,4,1,0,13
E02001008,0,12,2,0,0,14
E02001009,0,6,0,1,0,7
E02001010,0,16,6,0,1,23
E02001011,0,3,4,2,0,9
E02001012,0,4,3,1,0,8
E02001013,0,4,1,0,0,5
E02001014,2,9,1,0,0,12
E02001015,0,3,6,0,0,9
E02001016,1,4,1,0,0,6
E02001017,0,7,1,0,0,8
E02001018,0,2,1,0,0,3
E02001019,1,5,1,1,0,8
E02001020,1,3,1,0,0,5
E02001021,2,4,2,0,0,8
E02001022,2,6,6,8,0,22
E02001023,0,4,2,0,0,6
E02001024,0,5,3,0,0,8
E02001025,2,4,5,3,0,14
E02001026,1,3,1,3,0,8
E02001027,1,10,4,2,0,17
E02001028,0,5,3,4,1,13
E02001029,0,4,1,0,0,5
E02001030,0,2,0,0,0,2
E02001031,0,2,0,2,0,4
E02001032,0,3,3,1,0,7
E02001033,0,1,0,1,0,2
E02001034,0,13,4,0,0,17
E02001035,1,4,2,1,0,8
E02001036,2,2,0,0,0,4
E02001037,1,13,3,2,1,20
E02001038,1,3,2,0,0,6
E02001039,0,4,0,2,1,7
E02001040,0,2,0,0,0,2
E02001041,0,8,2,0,0,10
E02001042,1,5,1,0,0,7
E02001043,1,10,6,3,0,20
E02001044,1,5,4,0,1,11
E02001045,1,4,0,1,1,7
E02001046,0,5,3,3,1,12
E02001047,0,11,1,0,0,12
E02001048,1,7,1,1,0,10
E02001049,2,9,4,0,0,15
E02001050,0,2,2,0,0,4
E02001051,0,6,2,0,0,8
E02001052,1,7,3,2,3,16
E02001053,0,3,1,2,0,6
E02001055,1,8,6,1,0,16
E02001056,0,5,4,0,0,9
E02001057,0,3,2,0,0,5
E02001059,0,5,3,0,0,8
E02001061,0,10,1,0,0,11
E02001062,0,5,1,0,0,6
E02001063,0,3,1,1,0,5
E02001064,2,8,2,0,0,12
E02001065,0,0,1,2,0,3
E02001066,0,3,1,1,0,5
E02001067,0,5,2,0,1,8
E02001068,0,10,2,0,0,12
E02001069,1,4,3,0,0,8
E02001070,0,4,2,0,0,6
E02001071,0,2,2,1,0,5
E02001072,0,7,0,0,0,7
E02001073,0,6,0,0,0,6
E02001074,0,12,6,0,0,18
E02001075,0,5,1,0,0,6
E02001076,0,2,0,0,0,2
E02001077,0,3,0,0,1,4
E02001078,1,6,1,0,0,8
E02001079,1,1,3,0,0,5
E02001080,0,2,0,0,0,2
E02001081,1,2,0,0,2,5
E02001082,0,5,5,4,0,14
E02001083,0,6,0,0,0,6
E02001084,0,1,0,0,1,2
E02001085,0,4,3,0,1,8
E02001086,0,8,2,1,0,11
E02001087,0,1,1,1,0,3
E02001088,1,6,3,0,0,10
E02001089,0,1,0,1,0,2
E02001090,0,7,0,0,0,7
E02001091,0,6,0,1,0,7
E02001092,1,5,1,0,0,7
E02001093,1,11,6,1,2,21
E02001094,0,1,1,3,0,5
E02001095,0,7,3,1,1,12
E02001096,1,4,4,0,0,9
E02001097,1,10,4,0,0,15
E02001098,1,5,2,1,0,9
E02001099,1,1,0,1,0,3
E02001100,0,5,5,4,0,14
E02001101,0,4,1,0,0,5
E02001102,2,0,3,0,0,5
E02001103,0,3,0,1,0,4
E02001104,0,1,1,0,0,2
E02001105,0,5,0,1,0,6
E02001106,1,6,1,0,1,9
E02001107,1,1,1,0,0,3
E02001108,1,4,0,0,0,5
E02001109,0,5,1,0,0,6
E02001110,1,18,1,0,0,20
E02001111,0,6,2,1,0,9
E02001112,1,4,0,1,0,6
E02001113,1,2,1,0,0,4
E02001114,0,26,4,1,2,33
E02001115,1,3,2,0,0,6
E02001116,1,11,2,0,0,14
E02001117,0,4,2,0,0,6
E02001118,0,5,2,0,0,7
E02001119,3,2,2,2,0,9
E02001121,0,2,1,0,0,3
E02001123,0,0,2,0,0,2
E02001124,1,3,0,0,0,4
E02001125,0,6,3,0,0,9
E02001126,0,11,2,0,0,13
E02001127,0,2,1,0,0,3
E02001128,0,3,1,1,0,5
E02001129,3,6,1,0,0,10
E02001130,3,5,2,0,0,10
E02001131,2,3,0,0,0,5
E02001132,1,5,2,1,0,9
E02001133,1,2,1,0,0,4
E02001134,0,2,1,0,0,3
E02001135,0,5,1,0,0,6
E02001136,0,3,1,1,0,5
E02001137,2,3,0,0,0,5
E02001138,0,10,2,2,1,15
E02001139,0,3,1,1,0,5
E02001140,0,7,2,1,0,10
E02001141,0,0,1,1,1,3
E02001142,1,4,0,0,0,5
E02001143,2,6,0,1,0,9
E02001144,2,4,3,0,0,9
E02001145,0,5,0,0,0,5
E02001146,3,7,5,2,1,18
E02001147,0,5,2,1,1,9
E02001148,4,16,3,2,0,25
E02001149,1,6,3,2,1,13
E02001150,1,8,2,3,0,14
E02001151,3,3,4,1,0,11
E02001152,1,1,0,0,1,3
E02001153,3,6,4,2,0,15
E02001154,2,4,5,0,1,12
E02001155,0,1,0,1,2,4
E02001156,2,7,2,3,0,14
E02001157,2,17,3,0,0,22
E02001158,2,8,3,0,0,13
E02001159,0,4,2,0,0,6
E02001160,1,8,1,0,0,10
E02001161,2,6,0,0,0,8
E02001162,1,1,2,1,0,5
E02001163,0,6,0,1,0,7
E02001164,0,2,2,1,0,5
E02001165,1,5,1,0,0,7
E02001166,0,22,1,2,1,26
E02001167,2,5,0,0,0,7
E02001168,2,14,3,0,0,19
E02001169,3,2,0,0,1,6
E02001170,5,11,3,0,1,20
E02001171,0,1,0,0,0,1
E02001172,5,15,9,3,0,32
E02001173,1,0,1,0,0,2
E02001174,3,9,0,0,1,13
E02001175,0,0,2,0,0,2
E02001176,5,12,5,0,0,22
E02001177,3,6,7,2,0,18
E02001178,1,3,0,0,0,4
E02001179,2,7,1,1,0,11
E02001180,0,6,0,1,0,7
E02001181,1,4,1,0,0,6
E02001182,0,9,2,0,0,11
E02001183,0,3,0,0,0,3
E02001184,1,2,0,0,0,3
E02001185,0,11,2,0,0,13
E02001186,2,10,1,0,1,14
E02001187,0,6,1,3,0,10
E02001188,0,5,1,0,0,6
E02001189,0,5,1,0,0,6
E02001190,0,12,2,0,0,14
E02001191,0,3,2,0,0,5
E02001192,1,6,3,1,1,12
E02001193,0,0,1,0,0,1
E02001194,3,3,1,0,0,7
E02001195,0,10,3,0,0,13
E02001196,1,7,2,1,1,12
E02001197,0,3,1,0,0,4
E02001198,0,16,11,0,0,27
E02001199,0,4,2,0,0,6
E02001200,0,5,4,0,1,10
E02001201,0,1,3,0,1,5
E02001202,0,4,2,0,0,6
E02001203,1,3,1,0,1,6
E02001204,1,9,0,0,0,10
E02001205,1,3,1,0,0,5
E02001206,1,4,6,0,1,12
E02001207,2,2,3,0,1,8
E02001208,0,7,0,0,0,7
E02001209,1,10,2,0,0,13
E02001210,0,7,2,2,0,11
E02001211,1,2,0,0,0,3
E02001212,0,7,4,1,0,12
E02001213,0,8,2,2,2,14
E02001214,0,3,2,0,0,5
E02001215,0,2,11,0,0,13
E02001216,1,1,1,1,2,6
E02001217,1,7,1,1,0,10
E02001218,2,2,3,0,0,7
E02001219,2,1,2,0,0,5
E02001220,0,3,0,1,1,5
E02001221,1,5,0,1,0,7
E02001222,1,3,0,0,0,4
E02001223,0,7,2,0,0,9
E02001224,3,3,5,3,0,14
E02001225,3,6,3,0,0,12
E02001226,0,2,2,0,1,5
E02001227,0,6,2,1,0,9
E02001228,3,11,2,0,0,16
E02001229,4,3,8,2,0,17
E02001230,3,3,2,1,0,9
E02001231,0,5,2,2,0,9
E02001232,3,4,0,3,0,10
E02001233,0,7,4,0,1,12
E02001234,3,6,1,3,1,14
E02001235,0,7,0,1,0,8
E02001236,2,4,2,1,0,9
E02001237,2,3,3,0,1,9
E02001238,0,5,1,2,0,8
E02001239,2,7,3,1,0,13
E02001240,0,3,1,3,2,9
E02001241,5,3,2,1,1,12
E02001242,0,6,3,2,1,12
E02001243,1,3,0,1,0,5
E02001244,0,2,2,1,0,5
E02001245,0,9,2,2,1,14
E02001246,0,4,3,1,0,8
E02001247,0,11,2,2,0,15
E02001248,1,3,0,2,0,6
E02001249,0,1,1,0,0,2
E02001250,0,3,2,0,0,5
E02001251,1,3,3,2,1,10
E02001252,0,7,2,2,1,12
E02001253,0,4,2,2,0,8
E02001254,0,2,2,0,0,4
E02001255,0,1,2,2,0,5
E02001256,3,10,11,2,1,27
E02001257,0,9,5,2,1,17
E02001258,0,2,3,2,0,7
E02001259,1,5,1,1,0,8
E02001260,0,3,0,0,0,3
E02001261,0,4,1,0,0,5
E02001262,0,4,0,1,0,5
E02001263,0,4,3,0,0,7
E02001264,2,0,1,0,0,3
E02001265,2,10,4,1,0,17
E02001266,1,2,1,1,1,6
E02001267,1,8,7,3,0,19
E02001268,0,5,1,0,1,7
E02001269,0,3,3,0,1,7
E02001270,1,5,0,3,0,9
E02001271,0,5,0,0,1,6
E02001272,0,4,1,2,0,7
E02001273,0,9,1,1,0,11
E02001274,0,5,3,1,0,9
E02001275,0,6,5,0,1,12
E02001276,2,8,3,1,0,14
E02001277,1,0,1,0,0,2
E02001278,0,8,2,0,0,10
E02001279,0,5,1,0,0,6
E02001280,0,5,7,0,0,12
E02001281,0,6,3,1,1,11
E02001282,1,3,2,0,0,6
E02001283,2,9,1,1,1,14
E02001284,0,2,3,1,0,6
E02001285,0,2,7,4,0,13
E02001286,2,5,2,2,1,12
E02001287,0,2,1,0,0,3
E02001288,1,10,3,0,0,14
E02001289,1,6,0,1,0,8
E02001290,0,3,1,0,0,4
E02001291,0,2,3,1,0,6
E02001292,0,5,1,1,0,7
E02001293,1,7,2,0,0,10
E02001294,0,3,3,1,1,8
E02001295,0,5,4,1,0,10
E02001296,0,6,1,0,0,7
E02001297,0,4,4,1,0,9
E02001298,0,5,1,1,0,7
E02001299,0,4,7,0,0,11
E02001300,0,16,4,0,0,20
E02001301,0,11,2,0,0,13
E02001302,0,9,4,0,0,13
E02001303,0,5,1,1,0,7
E02001304,1,3,1,0,1,6
E02001305,0,7,4,0,0,11
E02001306,0,3,0,0,0,3
E02001307,0,7,2,1,0,10
E02001308,0,4,2,5,0,11
E02001309,0,3,2,0,0,5
E02001310,0,5,1,1,0,7
E02001311,1,6,4,2,0,13
E02001312,1,5,1,0,0,7
E02001313,1,8,5,2,1,17
E02001314,0,1,0,0,0,1
E02001315,0,5,2,0,0,7
E02001316,1,2,0,0,0,3
E02001317,0,16,15,1,0,32
E02001318,0,3,1,0,0,4
E02001319,0,8,5,0,0,13
E02001320,0,4,0,0,0,4
E02001321,0,2,0,1,1,4
E02001322,0,12,3,0,0,15
E02001323,0,2,1,0,1,4
E02001324,0,3,0,1,0,4
E02001325,0,1,6,0,0,7
E02001326,1,4,2,1,1,9
E02001327,1,8,0,0,0,9
E02001328,1,1,1,0,0,3
E02001329,0,2,3,0,0,5
E02001330,0,2,3,1,0,6
E02001331,0,7,2,0,0,9
E02001332,0,9,6,0,0,15
E02001333,0,5,2,1,0,8
E02001334,1,3,2,0,0,6
E02001335,0,5,1,0,0,6
E02001336,1,2,3,0,0,6
E02001337,0,6,3,0,0,9
E02001338,0,5,3,2,0,10
E02001339,0,3,1,0,0,4
E02001340,0,0,1,0,0,1
E02001341,0,5,1,1,0,7
E02001342,0,11,4,0,0,15
E02001343,1,1,0,0,0,2
E02001344,0,5,4,1,0,10
E02001345,0,3,0,1,0,4
E02001346,1,7,0,0,1,9
E02001347,2,9,1,1,0,13
E02001348,0,6,6,1,2,15
E02001349,0,6,0,0,0,6
E02001350,1,16,1,0,0,18
E02001351,0,12,1,1,1,15
E02001352,0,5,0,1,0,6
E02001353,1,2,0,0,0,3
E02001354,0,5,2,0,0,7
E02001355,1,7,0,0,0,8
E02001356,0,3,1,0,0,4
E02001357,0,5,1,0,0,6
E02001358,2,7,2,0,0,11
E02001359,0,3,0,0,0,3
E02001360,0,6,1,0,0,7
E02001361,1,10,0,0,0,11
E02001362,0,15,1,1,0,17
E02001363,2,4,2,0,0,8
E02001364,2,2,4,1,0,9
E02001365,1,13,2,0,0,16
E02001366,2,3,0,0,0,5
E02001367,2,6,3,1,0,12
E02001368,1,11,0,0,0,12
E02001369,2,1,1,0,0,4
E02001370,2,7,0,1,0,10
E02001371,1,19,5,1,0,26
E02001372,0,7,10,0,0,17
E02001373,0,5,1,0,0,6
E02001374,0,5,1,0,0,6
E02001375,0,6,3,0,0,9
E02001376,0,4,1,0,0,5
E02001377,1,8,1,0,0,10
E02001378,1,8,2,1,0,12
E02001380,2,13,3,1,0,19
E02001381,0,7,0,1,0,8
E02001382,0,6,0,0,0,6
E02001383,0,5,1,0,1,7
E02001384,0,5,0,0,0,5
E02001385,1,2,0,0,1,4
E02001386,2,7,0,1,0,10
E02001387,2,5,1,1,0,9
E02001388,2,8,1,0,0,11
E02001389,0,3,1,0,0,4
E02001390,0,9,4,0,0,13
E02001391,0,2,1,1,0,4
E02001392,0,8,1,0,0,9
E02001393,0,4,0,0,0,4
E02001394,0,17,3,0,0,20
E02001395,0,3,0,1,0,4
E02001396,1,9,2,0,0,12
E02001397,2,11,1,1,1,16
E02001398,0,2,1,1,0,4
E02001399,1,3,0,0,0,4
E02001400,2,5,5,1,0,13
E02001401,2,17,2,0,0,21
E02001402,0,27,3,0,1,31
E02001403,0,3,1,1,0,5
E02001404,0,3,0,0,0,3
E02001405,2,9,1,0,0,12
E02001406,0,6,1,0,2,9
E02001407,0,4,1,0,0,5
E02001408,0,2,1,0,0,3
E02001409,0,5,2,1,0,8
E02001410,0,9,3,0,0,12
E02001411,0,8,6,1,0,15
E02001412,0,4,1,0,0,5
E02001413,0,7,2,0,0,9
E02001414,0,4,0,0,1,5
E02001415,0,1,0,0,0,1
E02001416,0,3,1,0,0,4
E02001417,1,7,5,0,0,13
E02001418,0,5,1,0,0,6
E02001419,0,10,3,1,0,14
E02001420,1,6,2,0,0,9
E02001421,0,3,0,0,0,3
E02001422,1,6,2,0,0,9
E02001423,0,5,3,1,0,9
E02001424,2,10,11,1,0,24
E02001425,0,11,1,2,0,14
E02001426,0,7,2,0,0,9
E02001427,0,3,2,1,0,6
E02001428,0,7,1,0,0,8
E02001429,0,4,5,1,0,10
E02001430,0,6,3,0,1,10
E02001431,0,7,4,3,1,15
E02001432,0,11,0,0,0,11
E02001433,1,2,0,0,1,4
E02001434,0,9,2,0,0,11
E02001435,1,3,1,0,0,5
E02001436,0,7,1,0,0,8
E02001437,2,12,5,1,1,21
E02001438,0,4,2,0,0,6
E02001439,0,5,2,0,0,7
E02001440,2,6,0,1,0,9
E02001441,1,5,2,0,0,8
E02001442,1,1,2,0,0,4
E02001443,1,1,0,0,0,2
E02001444,0,4,0,0,0,4
E02001445,1,1,1,1,1,5
E02001446,0,4,2,1,0,7
E02001447,0,4,2,0,0,6
E02001448,1,7,2,0,1,11
E02001449,0,8,0,1,1,10
E02001450,0,7,1,0,0,8
E02001451,0,13,2,0,0,15
E02001452,0,8,0,0,0,8
E02001453,0,8,0,1,0,9
E02001454,0,4,2,1,0,7
E02001455,0,3,1,0,0,4
E02001456,2,4,0,0,0,6
E02001457,2,4,2,0,0,8
E02001458,0,1,0,0,0,1
E02001459,0,1,0,0,0,1
E02001460,1,8,1,1,0,11
E02001461,0,4,1,1,0,6
E02001462,0,5,2,0,0,7
E02001463,0,5,0,2,0,7
E02001464,0,6,2,0,0,8
E02001465,0,8,4,1,0,13
E02001466,0,4,1,1,0,6
E02001467,0,10,1,0,0,11
E02001468,1,7,5,1,0,14
E02001469,1,6,0,0,0,7
E02001470,0,4,1,0,0,5
E02001471,0,2,0,0,0,2
E02001472,0,5,0,0,0,5
E02001473,0,11,2,0,0,13
E02001474,0,3,3,1,0,7
E02001475,1,9,4,0,0,14
E02001476,2,9,1,1,0,13
E02001477,0,9,3,0,0,12
E02001478,1,3,2,0,0,6
E02001479,0,0,1,0,0,1
E02001480,0,17,9,0,0,26
E02001481,1,3,2,1,0,7
E02001482,0,7,1,1,0,9
E02001483,0,3,2,1,0,6
E02001484,0,9,13,1,0,23
E02001485,0,5,0,0,0,5
E02001486,0,9,9,0,0,18
E02001487,2,5,0,1,0,8
E02001488,0,6,0,0,0,6
E02001489,1,2,1,2,0,6
E02001490,0,6,3,0,0,9
E02001491,1,11,6,1,0,19
E02001492,0,5,1,0,0,6
E02001493,0,14,2,0,0,16
E02001494,0,3,3,0,0,6
E02001495,0,2,2,0,0,4
E02001496,1,2,0,0,0,3
E02001497,2,11,0,1,0,14
E02001498,0,3,1,3,0,7
E02001499,1,4,2,6,6,19
E02001500,1,6,1,1,1,10
E02001501,1,6,0,0,0,7
E02001502,1,11,6,1,0,19
E02001503,0,10,1,1,0,12
E02001504,1,20,4,0,2,27
E02001505,2,4,1,2,0,9
E02001506,2,4,1,2,1,10
E02001507,0,9,2,0,0,11
E02001508,2,4,2,0,0,8
E02001509,0,4,6,2,0,12
E02001510,2,1,2,1,1,7
E02001511,0,5,6,0,0,11
E02001512,0,13,9,1,0,23
E02001513,0,3,2,0,0,5
E02001514,1,3,3,2,1,10
E02001515,0,2,2,0,0,4
E02001516,0,3,3,1,1,8
E02001517,0,1,0,0,0,1
E02001518,2,3,3,0,1,9
E02001519,0,1,2,5,0,8
E02001520,1,3,3,2,0,9
E02001521,0,2,1,0,0,3
E02001522,0,9,3,0,0,12
E02001523,0,2,2,2,0,6
E02001524,0,2,1,1,0,4
E02001525,0,3,11,0,0,14
E02001526,0,1,2,1,0,4
E02001527,0,4,0,1,0,5
E02001528,0,0,2,3,2,7
E02001529,0,12,3,0,0,15
E02001530,0,2,1,1,0,4
E02001531,1,5,3,1,0,10
E02001532,0,4,3,1,0,8
E02001533,0,5,4,0,0,9
E02001534,0,20,4,0,0,24
E02001535,0,1,2,1,0,4
E02001536,1,4,0,0,0,5
E02001537,0,1,1,0,0,2
E02001538,0,6,1,1,0,8
E02001539,0,0,1,0,0,1
E02001540,1,4,4,1,0,10
E02001541,0,8,11,2,0,21
E02001542,0,1,3,0,1,5
E02001543,0,8,5,1,0,14
E02001544,0,2,4,2,2,10
E02001545,0,1,2,1,0,4
E02001546,0,3,3,7,0,13
E02001547,0,4,3,1,1,9
E02001548,0,2,4,0,0,6
E02001549,0,1,2,1,0,4
E02001550,0,5,1,0,2,8
E02001551,0,1,0,1,0,2
E02001552,0,0,0,0,0,0
E02001553,0,3,5,0,0,8
E02001554,0,1,0,1,0,2
E02001555,0,1,0,2,0,3
E02001556,0,2,4,0,0,6
E02001557,0,7,7,1,0,15
E02001558,0,1,1,0,0,2
E02001559,0,1,1,1,0,3
E02001560,0,2,1,0,1,4
E02001561,0,11,3,1,0,15
E02001562,0,3,0,1,0,4
E02001563,0,9,2,1,0,12
E02001564,0,1,1,0,0,2
E02001565,0,2,1,2,0,5
E02001566,0,4,1,0,0,5
E02001567,0,2,0,2,0,4
E02001568,0,1,1,5,0,7
E02001569,0,4,2,0,1,7
E02001570,0,2,1,2,0,5
E02001571,0,4,0,1,1,6
E02001572,0,1,2,2,0,5
E02001573,0,5,1,1,0,7
E02001574,0,0,2,1,0,3
E02001575,1,5,5,3,0,14
E02001576,0,1,1,0,0,2
E02001577,0,3,2,4,1,10
E02001578,1,5,1,1,1,9
E02001579,0,9,1,1,1,12
E02001580,0,7,3,3,0,13
E02001581,0,10,0,1,0,11
E02001582,0,5,4,3,0,12
E02001583,0,1,1,0,0,2
E02001584,0,5,3,1,0,9
E02001585,0,5,4,2,0,11
E02001586,1,2,2,3,0,8
E02001587,0,3,2,0,0,5
E02001588,0,17,3,3,0,23
E02001589,0,4,2,0,0,6
E02001590,0,1,2,1,2,6
E02001591,0,4,1,0,1,6
E02001592,0,3,1,2,0,6
E02001593,0,3,0,0,1,4
E02001594,1,7,4,0,1,13
E02001595,0,3,2,1,0,6
E02001596,0,14,7,2,1,24
E02001597,0,6,3,0,1,10
E02001598,0,9,1,3,0,13
E02001599,0,5,3,4,0,12
E02001600,0,6,2,1,0,9
E02001601,1,5,2,4,1,13
E02001602,0,3,0,3,0,6
E02001603,0,3,2,1,0,6
E02001604,1,6,2,1,1,11
E02001605,0,5,4,2,0,11
E02001606,0,17,4,0,0,21
E02001607,0,4,3,0,1,8
E02001608,0,2,4,1,0,7
E02001609,0,8,3,2,0,13
E02001610,1,4,1,2,2,10
E02001611,0,7,16,0,0,23
E02001612,0,2,0,1,0,3
E02001613,0,3,4,0,0,7
E02001614,1,6,13,0,0,20
E02001615,0,8,1,0,0,9
E02001616,2,3,3,0,0,8
E02001617,0,9,0,0,0,9
E02001618,2,7,0,0,0,9
E02001619,2,2,0,0,1,5
E02001620,0,1,0,0,0,1
E02001621,0,8,3,1,0,12
E02001622,0,4,0,0,0,4
E02001623,2,8,5,1,1,17
E02001624,0,8,0,0,0,8
E02001625,0,7,1,0,0,8
E02001626,0,2,2,0,0,4
E02001627,0,0,1,0,0,1
E02001628,0,5,1,0,0,6
E02001629,0,17,5,0,0,22
E02001630,0,45,21,1,0,67
E02001631,2,4,3,0,0,9
E02001632,1,9,9,0,0,19
E02001633,1,3,0,0,0,4
E02001634,0,5,0,0,0,5
E02001635,1,1,1,0,0,3
E02001636,2,1,4,0,0,7
E02001637,0,3,0,1,0,4
E02001638,0,0,0,0,0,0
E02001639,0,4,2,2,0,8
E02001640,0,6,3,0,0,9
E02001642,1,4,2,1,0,8
E02001643,2,1,1,1,0,5
E02001646,0,2,2,0,0,4
E02001647,0,3,0,0,0,3
E02001648,0,1,1,0,0,2
E02001649,0,2,1,1,0,4
E02001650,1,5,0,0,0,6
E02001651,0,1,1,0,0,2
E02001652,0,1,0,0,0,1
E02001653,0,0,1,0,0,1
E02001654,0,17,2,0,0,19
E02001655,0,6,0,0,0,6
E02001656,0,1,2,0,0,3
E02001657,0,0,0,0,0,0
E02001658,0,1,1,0,1,3
E02001659,0,1,2,0,0,3
E02001660,0,5,3,1,0,9
E02001661,0,4,7,0,0,11
E02001662,0,6,13,1,0,20
E02001663,0,11,2,0,0,13
E02001664,0,7,2,0,0,9
E02001665,0,3,0,1,0,4
E02001666,0,2,0,0,0,2
E02001669,0,3,3,0,0,6
E02001670,0,15,1,0,0,16
E02001671,1,1,2,0,0,4
E02001672,2,1,2,0,0,5
E02001673,0,7,3,0,0,10
E02001674,2,12,4,0,1,19
E02001675,0,3,1,1,1,6
E02001676,0,3,0,0,0,3
E02001678,0,6,3,0,0,9
E02001679,0,7,1,0,0,8
E02001680,0,9,1,0,0,10
E02001681,1,2,3,0,0,6
E02001682,1,2,1,0,0,4
E02001683,0,24,7,0,0,31
E02001684,0,7,2,0,0,9
E02001685,0,6,0,1,0,7
E02001686,0,5,2,1,0,8
