MSOAC,LSOACOUNT,POPMID15,IMD19 SCORE
E02005264,7,12175,29.70887811
E02005265,7,10908,31.79955235
E02005266,4,8248,50.99291792
E02005267,3,6783,44.14170102
E02005268,6,9172,40.12466191
E02005269,7,10151,41.50763994
E02005270,5,7320,14.00052705
E02005271,5,7514,9.386554698
E02005272,5,7860,17.44714644
E02005273,4,5831,9.896403018
E02005274,5,7003,6.74654648
E02005275,4,5615,10.82538326
E02005276,5,8716,10.3364548
E02005277,7,8660,6.231442494
E02005278,4,7752,12.0850694
E02005279,7,10249,28.12177149
E02005280,6,10508,33.02976894
E02005281,5,8542,25.45020768
E02005284,4,6032,11.31547464
E02005285,4,6348,13.11021093
E02005286,4,7687,23.38739027
E02005287,4,5406,6.340006844
E02005288,4,6097,12.48801279
E02005289,4,6100,6.844279016
E02005290,5,7253,10.3263968
E02005291,4,5578,16.0684697
E02005292,4,5844,23.60398922
E02005293,4,5589,18.72255359
E02005294,4,6460,20.8563178
E02005295,5,7198,14.4340257
E02005296,4,5821,6.905405429
E02005297,5,8254,7.085234432
E02005298,4,7272,12.71603273
E02005299,4,7427,20.34818985
E02005300,3,5151,14.93784721
E02005301,4,6372,25.47134573
E02005302,4,7491,9.4129163
E02005303,4,6372,36.33648007
E02005304,6,8659,8.210636794
E02005305,5,7339,14.74174615
E02005306,4,7276,16.83100495
E02005307,5,9317,13.02840764
E02005308,5,6756,6.028602279
E02005309,6,8426,10.86792428
E02005310,5,8759,12.52093207
E02005311,3,5941,11.3816817
E02005312,4,5866,14.32043062
E02005313,6,8658,39.81209448
E02005314,4,6315,26.47324561
E02005315,6,8090,6.626152163
E02005316,4,6440,38.28934457
E02005317,5,7215,50.66954927
E02005318,5,7425,13.84488269
E02005319,6,7950,52.27352792
E02005320,4,6030,26.33521493
E02005321,4,6406,38.47178848
E02005322,7,10136,16.65174586
E02005323,5,7221,34.24558385
E02005324,3,6407,11.21271016
E02005325,5,9135,10.26845988
E02005326,6,8448,29.54505078
E02005327,3,6179,14.33363942
E02005328,5,7387,11.74662231
E02005329,5,9072,20.11774857
E02005330,6,9122,10.34928228
E02005331,5,7749,14.25633424
E02005332,5,8304,8.433488801
E02005334,4,5744,9.080974234
E02005335,5,7054,7.408075985
E02005336,4,7378,13.32594429
E02005337,7,9826,15.05561958
E02005338,6,10154,12.98970366
E02005339,5,8630,6.239055041
E02005340,5,8800,12.8108108
E02005341,4,7030,9.500700853
E02005342,5,6647,9.608121559
E02005343,4,7367,7.049848514
E02005344,5,7764,9.507409711
E02005345,3,6398,10.49744108
E02005346,7,12089,31.94558284
E02005347,6,10849,17.44735773
E02005348,4,5754,10.6377122
E02005349,4,7128,13.29310213
E02005350,4,6543,14.90272322
E02005351,4,11583,11.54321834
E02005352,4,6428,5.790394524
E02005353,6,9615,21.98707363
E02005354,6,9592,3.829456422
E02005355,4,7003,8.383395402
E02005356,4,6990,8.311953648
E02005357,4,7738,13.48042156
E02005358,6,10789,10.22547576
E02005359,4,5948,9.370123907
E02005360,4,6410,7.722208424
E02005361,4,6694,13.07704601
E02005362,4,6935,15.91598832
E02005363,4,8212,9.180540185
E02005364,3,5415,9.429286427
E02005365,6,10158,16.28585637
E02005366,4,6896,11.18632947
E02005368,3,6262,11.11092958
E02005369,6,10961,6.306788614
E02005370,5,8893,4.4605402
E02005371,6,10007,8.592749575
E02005372,4,9649,9.283851798
E02005373,6,10515,7.311850975
E02005374,4,6907,15.85649211
E02005375,5,9192,5.925896214
E02005376,4,9507,8.508995056
E02005377,5,8389,11.85147789
E02005378,3,5249,6.530219851
E02005379,4,6151,8.195759714
E02005380,5,8626,9.574507651
E02005381,5,8242,11.17368527
E02005382,6,10564,18.49715468
E02005383,6,9083,18.89917802
E02005384,4,7040,10.66866619
E02005385,4,6249,7.967929909
E02005386,5,8774,21.2881966
E02005387,5,9605,15.06651484
E02005388,4,5755,20.71469783
E02005389,4,5836,19.09275394
E02005390,6,9040,5.421341482
E02005391,6,9689,9.046703788
E02005392,5,8856,7.539499435
E02005393,4,7106,12.35392893
E02005394,6,9674,18.13163324
E02005395,5,8942,15.12485708
E02005396,4,6689,12.81871446
E02005397,5,8768,12.9529659
E02005398,4,6458,8.704481418
E02005399,4,7093,10.56532328
E02005400,4,5620,16.46775231
E02005401,4,5758,11.28289232
E02005402,4,6154,11.30499106
E02005403,4,6964,12.14496468
E02005404,5,7787,16.75405394
E02005405,5,6809,32.12684844
E02005406,4,8025,20.33117794
E02005407,5,8953,9.581535128
E02005408,4,7658,12.77839619
E02005409,6,11051,14.7159753
E02005412,6,8233,11.95708296
E02005414,5,7826,25.7925699
E02005415,5,7580,22.30602982
E02005416,6,8489,8.015946637
E02005417,5,7151,25.65735058
E02005418,5,10780,33.1584962
E02005419,4,8656,25.50445864
E02005420,5,8521,24.6458303
E02005422,3,6024,25.46317795
E02005423,5,9661,22.77891409
E02005424,7,9851,14.30350665
E02005425,3,6207,20.26929741
E02005426,7,9910,28.02858496
E02005427,4,6935,19.79253872
E02005428,4,7909,51.4323037
E02005429,3,6498,37.99223823
E02005430,3,7032,24.00824232
E02005431,5,8542,29.4451708
E02005432,4,7446,24.58710516
E02005433,4,6991,50.33025619
E02005434,4,7096,18.93498971
E02005435,4,7349,37.18339407
E02005436,6,7832,26.16246348
E02005437,4,5919,54.94901335
E02005438,4,6654,42.99891389
E02005439,7,11876,13.77501524
E02005440,4,5403,43.35758208
E02005441,4,8618,24.90755071
E02005442,4,6063,45.77559212
E02005443,4,7200,26.56593764
E02005444,7,12635,15.9555256
E02005445,7,11768,39.37974728
E02005446,4,9163,18.437178
E02005447,4,7060,33.82284547
E02005448,4,7210,37.0042025
E02005449,4,8310,16.61182599
E02005450,6,8388,14.10870112
E02005451,5,7712,44.9827513
E02005452,8,11132,16.71005354
E02005453,6,10791,4.308765916
E02005455,7,13381,9.061507286
E02005456,6,9955,10.58192034
E02005457,5,8404,12.46851606
E02005458,4,6687,9.802329595
E02005459,4,8230,22.9290503
E02005460,4,6575,7.41336076
E02005461,3,6232,12.69132911
E02005462,5,9381,18.71200906
E02005463,5,9107,8.259710333
E02005464,5,8442,15.24189078
E02005465,5,8449,17.48313102
E02005466,3,6663,24.78306394
E02005467,4,7187,18.1287437
E02005468,5,7504,18.01567457
E02005469,4,7767,17.57281627
E02005470,6,11711,12.14628939
E02005471,5,9426,19.34984532
E02005472,6,9696,24.45159757
E02005473,5,9871,11.76352143
E02005474,3,6598,21.90688875
E02005475,3,6373,15.02797411
E02005476,4,7234,11.3254736
E02005477,4,9012,10.25008822
E02005478,7,9941,21.6850508
E02005479,5,8662,10.71882487
E02005480,5,7649,31.92737547
E02005481,6,12050,19.54973203
E02005482,5,9868,10.85911198
E02005483,4,8028,15.7628063
E02005484,4,7196,15.9862072
E02005485,4,6443,6.823323762
E02005486,6,9547,11.54276988
E02005487,5,9518,7.579370351
E02005488,4,6624,11.40805525
E02005489,5,7211,7.842976009
E02005490,6,9510,13.19392713
E02005491,7,10883,7.923767344
E02005492,5,9608,15.8436224
E02005493,6,9724,13.98696946
E02005494,5,9998,18.83104331
E02005495,6,10254,47.69510874
E02005496,4,6532,19.58441733
E02005497,4,7514,41.83727535
E02005498,4,7274,16.65435263
E02005499,4,8096,11.13597295
E02005500,4,7139,10.88113952
E02005501,5,7537,7.112088895
E02005502,5,9282,15.26558425
E02005503,4,7168,16.794726
E02005504,4,8845,18.87242781
E02005505,4,7338,19.40593268
E02005506,4,6903,16.61793611
E02005507,6,11830,20.06781048
E02005508,5,6992,16.37314459
E02005509,5,7602,26.71071692
E02005510,5,6773,17.95154451
E02005511,5,7529,18.79319883
E02005512,6,9214,25.6510089
E02005513,5,9436,15.13533669
E02005514,4,6780,19.63923068
E02005515,3,6432,13.52230613
E02005516,4,6656,14.9944393
E02005517,3,6415,32.99688558
E02005518,6,11223,13.13013481
E02005519,5,8562,30.47821665
E02005520,5,7687,14.5459213
E02005521,6,8784,16.60576753
E02005522,4,5524,13.65913179
E02005523,5,8033,13.45472464
E02005524,4,5527,10.21255527
E02005525,7,10278,7.856933742
E02005526,4,5297,9.719847272
E02005527,5,8424,12.19921474
E02005528,5,8446,10.45629422
E02005529,4,5854,13.14341203
E02005530,3,5287,10.70180726
E02005531,4,5503,13.65281683
E02005532,5,7077,8.217777448
E02005533,6,8422,10.95721539
E02005534,5,7224,11.56625651
E02005535,4,7442,10.28263088
E02005536,4,5869,10.80448935
E02005537,4,5948,15.58939526
E02005538,6,9128,22.10187862
E02005539,5,7672,20.20479327
E02005540,6,9201,21.13928171
E02005541,4,5986,38.70577681
E02005542,4,7281,57.08316756
E02005543,5,9327,67.26605865
E02005544,4,7432,43.38217075
E02005545,4,6521,12.11439273
E02005546,5,7898,43.24512155
E02005547,5,8758,23.42708016
E02005548,5,7375,36.33132122
E02005549,4,5347,21.63622667
E02005550,4,6689,15.86394513
E02005551,4,5324,28.00528005
E02005552,4,7009,24.79719675
E02005553,6,8735,19.23835009
E02005554,4,6979,16.63236151
E02005555,5,6929,7.284958291
E02005556,5,7452,16.41944351
E02005557,4,6472,47.30059951
E02005558,4,7055,23.38123629
E02005559,4,7320,27.94117022
E02005560,4,9308,25.73994693
E02005561,6,10599,36.35551477
E02005562,4,7121,24.1028944
E02005563,5,7553,29.16150669
E02005564,6,10570,14.28952025
E02005565,4,6994,22.32320132
E02005566,6,9739,29.11086569
E02005567,6,10697,19.55848771
E02005568,3,7390,20.19609391
E02005569,5,8015,20.77716669
E02005570,4,7398,15.01510908
E02005571,4,5950,21.82708269
E02005572,6,7576,26.5800033
E02005573,3,5756,18.68169406
E02005574,3,6988,20.26408944
E02005575,4,7152,21.26423294
E02005576,4,6599,22.48587392
E02005577,3,6065,18.7432859
E02005578,3,5657,25.62993318
E02005579,9,12692,19.92631075
E02005580,5,7785,18.87603391
E02005581,5,8490,22.54201531
E02005582,4,6508,24.52405224
E02005583,5,8636,19.82744697
E02005584,6,11025,28.97436853
E02005585,7,11122,41.61898076
E02005586,6,9929,25.90464568
E02005587,7,9865,35.15780537
E02005588,7,11947,33.58567105
E02005589,7,11787,34.87610673
E02005590,6,10364,41.7601538
E02005592,6,9569,8.639518027
E02005593,5,11209,17.60198251
E02005594,7,11099,18.20629066
E02005595,6,8974,8.496755739
E02005596,6,9394,33.60463008
E02005597,7,14540,13.19606871
E02005598,5,8903,10.48961586
E02005599,4,5779,8.58815366
E02005600,4,6339,14.84870879
E02005601,4,5689,13.2172714
E02005602,7,10720,8.20910625
E02005603,5,9982,9.853321479
E02005604,6,8273,13.05411399
E02005605,7,10426,10.17419106
E02005606,4,5702,19.88310821
E02005607,6,11296,14.70727833
E02005608,5,7623,17.88030277
E02005609,4,7246,14.63689705
E02005610,6,8044,18.78728344
E02005611,7,10637,15.95010219
E02005612,4,7223,17.41868573
E02005613,6,9022,25.87706063
E02005614,4,8283,20.79869709
E02005615,6,8678,24.67180283
E02005616,4,5598,36.65287138
E02005617,7,10450,45.25461196
E02005619,3,6024,13.23186454
E02005620,5,8248,7.525889913
E02005621,4,8200,12.4842072
E02005622,5,8865,6.507973942
E02005623,5,8149,8.571384219
E02005624,5,9894,11.96896655
E02005625,5,9312,19.65130047
E02005626,4,6763,27.77873621
E02005627,4,6807,15.66075408
E02005628,4,7533,11.60688238
E02005629,3,6186,12.76710394
E02005630,6,10082,8.871826225
E02005631,5,10148,10.15435672
E02005632,3,6229,12.42228078
E02005633,6,8571,13.33937907
E02005634,5,8989,18.1465292
E02005635,5,9044,10.77646528
E02005636,6,11935,18.28688496
E02005637,5,8932,26.76058274
E02005638,5,9958,7.100389134
E02005639,3,5178,12.46787968
E02005640,8,11152,12.800684
E02005641,4,7938,18.91224465
E02005642,5,8262,11.04046405
E02005643,5,8150,43.65469988
E02005644,4,9045,31.31553897
E02005645,6,11472,21.9557541
E02005646,5,6551,8.962042436
E02005647,4,7513,28.2485549
E02005648,5,7285,7.875969115
E02005649,8,15059,13.88051391
E02005650,4,7093,14.6384128
E02005651,4,6315,10.74769279
E02005652,4,5819,16.38156505
E02005653,5,8551,34.91618337
E02005654,5,8372,32.5584619
E02005655,4,6035,18.22377117
E02005656,4,6053,38.99854981
E02005657,4,6025,16.40994506
E02005658,4,6320,37.30315997
E02005659,3,5489,20.17893405
E02005660,4,5888,39.23201885
E02005661,4,6775,33.10752074
E02005662,4,6680,18.90408114
E02005663,4,5550,8.241166486
E02005664,4,5958,26.49377543
E02005665,5,7622,18.16676017
E02005666,5,8431,45.93529878
E02005667,4,6698,22.93279486
E02005668,4,6223,13.08490535
E02005669,4,5808,7.025781336
E02005670,5,9142,39.23149562
E02005671,4,7596,18.16488836
E02005672,4,8251,29.79244952
E02005673,4,7273,24.11051327
E02005674,4,8138,33.45509179
E02005675,4,5916,32.29747887
E02005676,4,5999,24.45125154
E02005677,5,8514,17.48755074
E02005678,6,11477,14.44481502
E02005679,6,8770,7.794631015
E02005680,4,8722,5.338341435
E02005681,5,8412,8.207785782
E02005682,4,6451,7.495908386
E02005683,8,13983,7.219442108
E02005684,5,8595,7.798095521
E02005685,5,8303,10.22916163
E02005686,5,7833,8.799825354
E02005687,3,6352,8.150222922
E02005688,4,9101,5.818812878
E02005689,5,7699,3.605193532
E02005690,4,5690,9.431395255
E02005691,3,6687,8.43986556
E02005692,4,6561,18.01379881
E02005693,5,8585,24.97569598
E02005694,5,7557,9.598671827
E02005695,4,8032,24.97800137
E02005696,4,5951,39.49931373
E02005697,4,6594,32.90669487
E02005698,4,5855,26.14062459
E02005699,5,8115,28.72569452
E02005700,6,8832,10.14013417
E02005701,6,11115,12.57909339
E02005702,4,6241,8.479455536
E02005703,4,6787,19.89818388
E02005704,7,12219,18.18122089
E02005705,4,7467,17.85968997
E02005706,6,9576,25.46335516
E02005707,5,7033,18.91711247
E02005708,6,10339,20.34746571
E02005709,4,6799,60.0583927
E02005710,5,8723,37.12157503
E02005711,5,8301,40.41523575
E02005712,4,7558,30.88920521
E02005713,4,6578,10.00422758
E02005714,4,5253,4.029519893
E02005715,5,8706,34.16692775
E02005716,6,8805,21.71718183
E02005717,5,7725,15.69987262
E02005718,5,6503,13.30683515
E02005719,5,8133,22.71776602
E02005720,7,12014,27.03501282
E02005721,3,5377,17.24350549
E02005722,4,7182,15.00441966
E02005723,4,6295,22.93507403
E02005724,4,6249,4.537129141
E02005725,4,6721,7.197659128
E02005726,5,7677,6.549937476
E02005727,4,6269,17.3012683
E02005728,5,7075,20.52491095
E02005729,4,5591,9.799578608
E02005730,7,12966,12.95442935
E02005731,6,10919,14.50735754
E02005732,6,9135,9.067768035
E02005733,6,8223,14.29221282
E02005734,4,6199,43.75651299
E02005735,5,7815,47.29400422
E02005736,4,7694,42.39121588
E02005737,5,7246,25.0398493
E02005738,3,5114,17.78817657
E02005739,6,9351,25.50937237
E02005740,7,10187,33.37165152
E02005741,6,8408,17.02238903
E02005742,4,7447,13.61898523
E02005743,3,5015,11.31052183
E02005744,4,7777,12.80723737
E02005745,3,5180,7.73907471
E02005746,4,6438,12.29552128
E02005747,4,6729,22.23245401
E02005748,4,7514,11.40397272
E02005749,6,9726,10.28756714
E02005750,5,7863,13.85293285
E02005751,5,8559,7.379778011
E02005752,4,6642,15.37885306
E02005753,8,13136,16.21081029
E02005754,5,7450,7.469253691
E02005755,4,6627,9.720712238
E02005756,4,7054,11.11097973
E02005757,5,8679,12.21500012
E02005758,4,8481,14.73562587
E02005759,5,8904,11.48847215
E02005760,3,6679,9.106653092
E02005761,4,5419,13.0703842
E02005762,4,6224,6.972848008
E02005763,4,6443,11.15789694
E02005764,7,10498,14.62852686
E02005765,4,6400,10.45019734
E02005766,4,6123,12.75332076
E02005767,4,6849,6.629444152
E02005768,4,6629,7.221456932
E02005769,4,7103,15.54715712
E02005770,7,9316,9.742101438
E02005771,5,7372,13.61976655
E02005772,4,6036,5.588584659
E02005773,6,8957,23.50363593
E02005774,6,9487,14.81416834
E02005775,6,9578,12.37350491
E02005776,5,9005,10.81686063
E02005777,6,8501,5.567106458
E02005778,4,5920,13.55469595
E02005779,5,7643,6.484165511
E02005780,7,10769,4.796716408
E02005781,4,5644,5.943486357
E02005782,6,7578,12.09932119
E02005783,6,8419,11.14477444
E02005784,4,6230,8.566501445
E02005785,7,15696,12.91446292
E02005786,5,6146,14.53973332
E02005787,6,8496,12.58554838
E02005788,4,6431,15.02650303
E02005789,6,10464,13.46052619
E02005790,4,6915,15.83431526
E02005791,4,6729,20.61540704
E02005794,5,9589,13.92804067
E02005795,5,7038,25.28162916
E02005796,4,6816,22.90527406
E02005797,4,6011,25.34608667
E02005798,6,8546,16.36594898
E02005799,6,8762,11.76513056
E02005800,5,7929,46.93682116
E02005801,4,5600,42.77770964
E02005802,5,8151,28.10404208
E02005803,6,9177,26.40903356
E02005804,5,8050,36.03064224
E02005805,5,7185,15.74677871
E02005806,5,7220,39.08705277
E02005807,4,6214,10.91066157
E02005808,7,11390,24.13647612
E02005809,5,7254,11.1758842
E02005810,5,9119,9.027201667
E02005811,6,9376,8.742232828
E02005812,5,9529,9.115144086
E02005813,6,12244,27.56257979
E02005814,5,6350,14.74847244
E02005815,5,8243,6.646063812
E02005816,5,8533,10.90831935
E02005817,4,7277,9.408576749
E02005818,4,8290,14.21792738
E02005819,4,6042,30.73679858
E02005820,4,5692,18.38524631
E02005821,4,6756,32.73375844
E02005822,5,10186,32.67363342
E02005823,5,7784,51.36316701
E02005824,6,10038,17.5862627
E02005825,5,8031,29.0192895
E02005826,4,6260,42.88877332
E02005827,5,8841,18.86870286
E02005828,4,7474,18.8121053
E02005829,4,6728,19.66751932
E02005830,4,6027,16.62684453
E02005831,5,9587,18.85012924
E02005832,5,9144,26.59573392
E02005833,5,7633,12.37195009
E02005834,5,7354,36.78541379
E02005835,6,10079,26.06230955
E02005836,5,9097,12.34183489
E02005837,3,7909,17.8948355
E02005838,6,8195,27.25987944
E02005839,4,6363,19.94879679
E02005840,5,9198,14.37326843
E02005842,6,8693,22.69800828
E02005843,4,6608,21.04215269
E02005844,5,8056,22.22697617
E02005846,4,6788,51.59597613
E02005847,4,6839,21.80256631
E02005848,5,6599,21.19749841
E02005849,6,9222,21.32952494
E02005850,5,6953,16.39074414
E02005851,4,6039,37.16416162
E02005852,5,8325,10.13481333
E02005853,6,9199,15.03886325
E02005856,5,7272,5.752762239
E02005857,4,6336,21.71531866
E02005858,5,7849,14.03216626
E02005859,6,9169,17.31108474
E02005860,5,8591,14.74348923
E02005861,4,5604,16.66292755
E02005862,5,7993,17.40429563
E02005863,5,7562,8.034655118
E02005864,5,8373,3.453165293
E02005865,5,8003,9.148003624
E02005866,6,9198,12.86261579
E02005868,5,6975,14.91656158
E02005869,4,6059,28.14003697
E02005870,4,6863,24.5598253
E02005871,5,7208,9.95851207
E02005872,3,6028,6.277696085
E02005873,7,9989,6.232020222
E02005874,6,8588,8.882863647
E02005875,5,7631,14.67526969
E02005876,6,8965,14.79388991
E02005877,5,7089,17.38686726
E02005878,7,9911,19.23027606
E02005879,5,7561,25.30025817
E02005880,4,6321,33.09654596
E02005881,4,5841,31.96928368
E02005882,5,7685,17.14567794
E02005883,5,8240,33.30789223
E02005884,4,5919,20.4158596
E02005885,5,8092,33.297989
E02005886,6,10851,17.56802313
E02005887,6,9769,40.53297451
E02005888,5,8347,48.96927974
E02005889,7,10300,28.21136427
E02005890,4,6758,10.71217194
E02005891,4,6595,57.07991782
E02005892,8,12062,9.646609103
E02005893,6,10546,31.52754428
E02005894,5,10243,19.88976716
E02005895,5,7938,13.04390917
E02005896,4,7421,13.77711777
E02005897,5,8990,14.69720812
E02005898,7,11114,24.69905381
E02005899,7,11607,28.38974817
E02005900,4,7305,5.461078303
E02005901,5,9374,18.46557542
E02005902,5,8369,32.21252013
E02005903,7,9882,15.38361627
E02005904,6,9075,10.85202193
E02005905,4,6831,10.36557034
E02005906,3,7176,7.941703874
E02005907,6,9930,6.990185196
E02005908,6,9309,6.726423783
E02005909,5,8410,5.158602021
E02005910,6,9221,8.66844442
E02005911,5,8796,5.024160186
E02005912,5,8950,5.875826257
E02005913,5,7162,7.24744764
E02005914,5,7357,12.76181202
E02005915,3,5691,9.679699526
E02005916,4,7314,6.918740908
E02005917,3,5747,4.647452584
E02005918,4,5175,8.686278647
E02005919,3,6830,8.666455344
E02005920,5,7429,4.326230987
E02005921,4,5356,15.07416822
E02005922,5,8495,14.25371477
E02005923,4,5984,26.76627457
E02005924,7,11560,23.94076592
E02005925,6,8538,33.97826212
E02005926,5,8031,11.62833234
E02005927,4,5362,9.353576651
E02005928,4,8050,6.519077267
E02005929,5,6857,11.78973516
E02005930,5,7573,10.92713891
E02005931,6,9124,11.85712297
E02005932,4,6964,6.79170606
E02005933,5,7480,11.42187072
E02005934,6,9093,14.64086286
E02005935,4,7622,10.10852414
E02005936,6,10372,15.69967547
E02005937,5,6646,10.78399187
E02005938,4,5603,10.46345993
E02005939,4,6844,10.1998026
E02005940,4,5948,8.243384667
E02005941,4,7112,10.58488259
E02005942,4,6650,6.050999699
E02005943,4,6343,7.173712912
E02005944,4,7024,28.79576879
E02005945,6,12730,6.512463236
E02005946,5,8064,8.601417163
E02005947,3,16885,16.21793965
E02005948,4,7074,13.52825346
E02005949,4,7714,20.8009147
E02005950,7,11138,18.10521171
E02005951,4,5767,15.24644096
E02005952,7,14168,16.21136025
E02005953,3,5444,15.13593461
E02005954,6,9685,15.3976539
E02005955,6,10059,29.58063028
E02005956,4,6175,34.88518559
E02005957,4,6736,33.61693898
E02005958,4,5604,6.787954497
E02005959,4,5500,10.67680782
E02005960,4,6223,7.140204885
E02005961,5,6775,8.039739483
E02005962,5,8736,7.271012477
E02005963,6,8209,15.85043525
E02005964,5,7116,6.469480045
E02005965,3,5561,12.24567398
E02005966,5,8074,3.801902774
E02005967,4,7597,12.31397894
E02005968,4,7574,7.334437946
E02005969,6,9182,7.733665868
E02005970,4,5556,15.51103078
E02005971,4,5864,12.2501383
E02005972,5,8735,6.623272467
E02005973,3,5563,8.012402481
E02005974,4,6196,4.732352324
E02005975,6,8191,5.756521304
E02005976,4,6138,7.697252036
E02005977,4,5783,5.548188483
E02005978,4,7172,5.404145008
E02005979,6,9377,6.811384345
E02005980,7,11600,7.133522759
E02005981,6,9023,4.657081569
E02005982,4,6025,5.146722324
E02005983,7,11208,10.93900714
E02005984,3,7304,7.935087897
E02005985,5,7778,15.78124839
E02005986,5,9810,10.34445994
E02005987,5,8013,9.785842506
E02005988,5,7171,8.070033747
E02005991,6,9927,6.612505893
E02005992,6,10246,9.186994925
E02005993,4,6413,10.82576283
E02005994,4,6440,11.74949177
E02005995,3,6065,8.308518879
E02005996,5,8272,5.630801499
E02005997,4,5635,6.371180834
E02005998,4,6064,4.745394789
E02005999,4,6316,8.138382046
E02006000,8,12174,8.527266223
E02006001,4,5776,11.30263504
E02006002,6,10619,10.71685008
E02006003,4,5486,11.20717791
E02006004,3,6131,11.41989594
E02006005,5,9404,7.198396214
E02006006,4,7092,7.572626763
E02006007,4,6722,7.326649509
E02006008,5,7924,14.06066355
E02006009,4,7209,10.75524234
E02006010,7,11487,16.28158536
E02006011,4,5965,11.36239782
E02006012,4,6291,16.41602368
E02006013,5,7697,18.78433753
E02006014,5,9414,18.66094551
E02006015,6,10186,19.62366405
E02006016,5,7829,21.18282539
E02006017,5,7899,17.44545069
E02006018,7,12111,20.04381959
E02006019,4,6061,15.80900412
E02006020,4,7691,18.43564465
E02006021,5,8142,16.14611164
E02006022,4,5990,13.18193005
E02006023,7,9789,17.76650495
E02006024,6,9825,19.55310534
E02006025,6,9432,18.53701601
E02006026,5,7003,16.55389076
E02006027,4,5366,17.51092937
E02006028,6,9259,16.33893336
E02006029,5,8186,29.77332873
E02006030,4,7540,19.32687162
E02006031,4,8033,18.30255745
E02006032,6,8956,23.14545578
E02006033,4,8240,12.78607439
E02006034,5,8905,11.7294539
E02006035,4,5630,10.60202309
E02006036,4,6147,14.02241093
E02006037,6,10020,11.43881976
E02006038,4,7784,12.056713
E02006039,5,7880,13.87632043
E02006040,4,7569,17.27265253
E02006041,4,5811,21.90805903
E02006042,3,5969,13.21491858
E02006043,5,6801,22.80302573
E02006044,4,6195,20.69154818
E02006045,8,10986,18.97619816
E02006046,6,9005,16.14491694
E02006047,5,8329,16.15768063
E02006048,5,6917,14.33412563
E02006049,5,7464,8.206807208
E02006050,5,8581,24.28964876
E02006051,4,7766,13.37961525
E02006052,4,7834,13.88425785
E02006053,6,9861,18.81048443
E02006054,5,7905,16.33605756
E02006055,5,9117,16.84141713
E02006056,5,7379,15.15846307
E02006057,4,7591,26.98145673
E02006058,5,8783,11.67511602
E02006059,3,6583,15.19766778
E02006060,5,7946,19.71522489
E02006061,5,9179,9.776194248
E02006062,5,11211,14.1469059
E02006063,4,6943,11.79764972
E02006064,5,7787,21.80907988
E02006065,5,8625,31.65588846
E02006066,4,7886,18.95964545
E02006067,5,6958,15.45555864
E02006068,5,7799,41.72774933
E02006069,5,10129,31.04041682
E02006070,4,7684,18.58282249
E02006071,6,9133,12.07358644
E02006072,6,9337,16.4849291
E02006073,5,7235,42.23467602
E02006074,6,10235,17.30492154
E02006075,3,5421,15.35682144
E02006076,5,8663,12.7338848
E02006077,3,5355,14.73986237
E02006078,4,6058,16.75552443
E02006079,4,7559,15.19008864
E02006080,4,7106,14.30099564
E02006081,4,5319,19.44978398
E02006082,4,6629,14.57027621
E02006083,4,5713,12.87859076
E02006084,4,7242,16.74152154
E02006085,4,6765,14.61794605
E02006086,4,6979,13.76168577
E02006087,4,6305,23.80016146
E02006088,5,7828,30.29072624
E02006089,4,6632,29.20689792
E02006090,4,6982,17.76799943
E02006091,8,9749,14.69944764
E02006092,4,6233,7.898538585
E02006093,5,8739,14.58950887
E02006094,4,5303,18.56469753
E02006095,5,8001,17.35534533
E02006096,5,6876,16.98362027
E02006097,4,6735,26.66336451
E02006098,4,7318,18.07758021
E02006099,4,6908,12.25431731
E02006100,5,7538,13.87342505
E02006101,3,5597,16.13426997
E02006102,5,7044,33.31656729
E02006103,5,7376,14.34937283
E02006104,5,8430,16.14721673
E02006105,6,10712,19.16192308
E02006106,5,9102,13.60279389
E02006107,5,8203,36.39327612
E02006108,5,8500,19.10031612
E02006109,5,7877,5.471814015
E02006110,5,8551,22.02549374
E02006111,5,10740,13.21624628
E02006112,4,7663,12.52584471
E02006113,4,7422,18.94642239
E02006114,4,6477,21.68725614
E02006115,5,7210,28.95800624
E02006116,5,7994,24.22729272
E02006117,3,5415,27.4301374
E02006118,5,7539,9.992947473
E02006119,5,8304,27.08486705
E02006120,5,9096,20.88782454
E02006121,4,5563,22.19905662
E02006122,4,6624,19.00145048
E02006123,4,6489,15.84389274
E02006124,5,7703,34.34772738
E02006125,5,7119,26.62460317
E02006126,5,8382,14.35384503
E02006127,4,7762,9.461767328
E02006128,5,8424,15.27599822
E02006129,5,8084,29.43142887
E02006130,4,7401,20.92915241
E02006131,5,7770,14.11530077
E02006132,4,6183,16.5129641
E02006133,4,6993,13.3369551
E02006134,6,9059,10.04707926
E02006135,5,7659,7.383648649
E02006136,6,8811,13.35933901
E02006137,5,9063,24.20199515
E02006138,4,6763,33.0749654
E02006139,4,7932,31.12969302
E02006140,5,8507,21.11792253
E02006141,7,11275,31.56221774
E02006142,3,5223,7.223020486
E02006143,5,7355,10.81176465
E02006144,5,7945,32.25154412
E02006145,4,5658,7.563691057
E02006146,4,8042,13.20999925
E02006147,4,7869,6.654046639
E02006148,4,7095,7.698747005
E02006149,6,11121,22.40833972
E02006150,7,11530,8.018769471
E02006151,5,8744,16.15804586
E02006152,5,10275,8.352823163
E02006153,4,7189,10.20459563
E02006154,6,9856,9.72042086
E02006155,4,5768,24.28093967
E02006156,5,7771,7.596201776
